Provincia,Partido/Ciudad,Localidad,link Indec,Velocidad (Mbps),Accesos,Accesos Relativos
CORDOBA,Marcos Juárez,Guatimozín,14063130,30.0,783.0,0.0721144547576199
CORDOBA,Marcos Juárez,Guatimozín,14063130,50.0,72.0,0.006631214230585739
CORDOBA,Marcos Juárez,Guatimozín,14063130,60.0,6.0,0.0005526011858821449
CORDOBA,Marcos Juárez,Inriville,14063140,1.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Inriville,14063140,3.0,21.0,0.0019341041505875072
CORDOBA,Marcos Juárez,Inriville,14063140,4.0,8.0,0.0007368015811761931
CORDOBA,Marcos Juárez,Inriville,14063140,5.0,3.0,0.00027630059294107243
CORDOBA,Marcos Juárez,Inriville,14063140,6.0,53.0,0.00488131047529228
CORDOBA,Marcos Juárez,Inriville,14063140,7.0,7.0,0.0006447013835291691
CORDOBA,Marcos Juárez,Inriville,14063140,8.0,6.0,0.0005526011858821449
CORDOBA,Marcos Juárez,Inriville,14063140,9.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Inriville,14063140,10.0,157.0,0.01445973103058279
CORDOBA,Marcos Juárez,Inriville,14063140,11.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Inriville,14063140,15.0,12.0,0.0011052023717642897
CORDOBA,Marcos Juárez,Inriville,14063140,20.0,4.0,0.00036840079058809657
CORDOBA,Marcos Juárez,Isla Verde,14063150,0.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Isla Verde,14063150,2.0,262.0,0.024130251783520327
CORDOBA,Marcos Juárez,Isla Verde,14063150,5.0,341.0,0.031406167397635236
CORDOBA,Marcos Juárez,Isla Verde,14063150,6.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Isla Verde,14063150,8.0,61.0,0.005618112056468473
CORDOBA,Marcos Juárez,Isla Verde,14063150,10.0,6.0,0.0005526011858821449
CORDOBA,Marcos Juárez,Isla Verde,14063150,15.0,97.0,0.008933719171761343
CORDOBA,Marcos Juárez,Isla Verde,14063150,20.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Isla Verde,14063150,25.0,49.0,0.004512909684704184
CORDOBA,Marcos Juárez,Isla Verde,14063150,50.0,91.0,0.008381117985879198
CORDOBA,Marcos Juárez,Isla Verde,14063150,100.0,11.0,0.0010131021741172656
CORDOBA,Marcos Juárez,Isla Verde,14063150,200.0,2.0,0.00018420039529404829
CORDOBA,Marcos Juárez,Leones,14063160,1.0,4.0,0.00036840079058809657
CORDOBA,Marcos Juárez,Leones,14063160,3.0,7.0,0.0006447013835291691
CORDOBA,Marcos Juárez,Leones,14063160,4.0,12.0,0.0011052023717642897
CORDOBA,Marcos Juárez,Leones,14063160,5.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Leones,14063160,6.0,33.0,0.003039306522351797
CORDOBA,Marcos Juárez,Leones,14063160,7.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Leones,14063160,10.0,74.0,0.006815414625879788
CORDOBA,Marcos Juárez,Leones,14063160,15.0,80.0,0.007368015811761932
CORDOBA,Marcos Juárez,Leones,14063160,20.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Leones,14063160,50.0,366.0,0.033708672338810836
CORDOBA,Marcos Juárez,Leones,14063160,100.0,1844.0,0.16983276446111253
CORDOBA,Marcos Juárez,Leones,14063160,300.0,520.0,0.04789210277645256
CORDOBA,Marcos Juárez,Leones,14063160,500.0,14.0,0.0012894027670583381
CORDOBA,Marcos Juárez,Leones,14063160,1000.0,13.0,0.001197302569411314
CORDOBA,Marcos Juárez,Los Surgentes,14063170,0.5,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Los Surgentes,14063170,4.0,535.0,0.04927360574115792
CORDOBA,Marcos Juárez,Los Surgentes,14063170,5.0,47.0,0.004328709289410135
CORDOBA,Marcos Juárez,Los Surgentes,14063170,6.0,9.0,0.0008289017788232173
CORDOBA,Marcos Juárez,Los Surgentes,14063170,8.0,8.0,0.0007368015811761931
CORDOBA,Marcos Juárez,Los Surgentes,14063170,10.0,229.0,0.02109094526116853
CORDOBA,Marcos Juárez,Los Surgentes,14063170,15.0,37.0,0.003407707312939894
CORDOBA,Marcos Juárez,Los Surgentes,14063170,20.0,18.0,0.0016578035576464347
CORDOBA,Marcos Juárez,Los Surgentes,14063170,30.0,16.0,0.0014736031623523863
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,0.0,23.0,0.0021183045458815553
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,1.0,7.0,0.0006447013835291691
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,2.0,4.0,0.00036840079058809657
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,3.0,36.0,0.0033156071152928694
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,4.0,55.0,0.005065510870586328
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,5.0,7.0,0.0006447013835291691
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,6.0,121.0,0.011144123915289923
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,7.0,16.0,0.0014736031623523863
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,8.0,6.0,0.0005526011858821449
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,9.0,3.0,0.00027630059294107243
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,10.0,43.0,0.003960308498822038
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,11.0,2.0,0.00018420039529404829
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,15.0,8.0,0.0007368015811761931
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,25.0,3764.0,0.3466651439433989
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,30.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,50.0,1045.0,0.09624470654114024
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,100.0,4565.0,0.42043740225866527
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,200.0,14.0,0.0012894027670583381
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,300.0,1624.0,0.14957072097876722
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,500.0,41.0,0.00377610810352799
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,1000.0,59.0,0.005433911661174425
CORDOBA,Marcos Juárez,Monte Buey,14063190,3.5,1563.0,0.14395260892229875
CORDOBA,Marcos Juárez,Noetinger,14063020,0.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Saira,14063210,15.0,1.0,9.210019764702414e-05
CORDOBA,Marcos Juárez,Saira,14063210,50.0,252.0,0.023209249807050088
CORDOBA,Marcos Juárez,Villa Elisa,14063230,0.75,17.0,0.0015657033599994104
CORDOBA,Marcos Juárez,Villa Elisa,14063230,3.5,190.0,0.01749903755293459
CORDOBA,Marcos Juárez,Villa Elisa,14063230,8.0,343.0,0.031590367792929286
CORDOBA,Marcos Juárez,Villa Elisa,14063230,15.0,479.0,0.04411599467292457
CORDOBA,Marcos Juárez,Villa Elisa,14063230,30.0,2.0,0.00018420039529404829
CORDOBA,Minas,Ciénaga del Coro,14070010,6.0,64.0,0.005894412649409545
CORDOBA,Minas,Ciénaga del Coro,14070010,10.0,25.0,0.002302504941175604
CORDOBA,Minas,El Chacho,14070020,6.0,25.0,0.002302504941175604
CORDOBA,Minas,El Chacho,14070020,10.0,1.0,9.210019764702414e-05
CORDOBA,Minas,Estancia de Guadalupe,14070030,6.0,35.0,0.0032235069176458453
CORDOBA,Minas,La Playa,14070050,6.0,43.0,0.003960308498822038
CORDOBA,Minas,La Playa,14070050,10.0,10.0,0.0009210019764702415
CORDOBA,Minas,San Carlos Minas,14070060,0.0,2.0,0.00018420039529404829
CORDOBA,Minas,San Carlos Minas,14070060,6.0,301.0,0.027722159491754272
CORDOBA,Minas,San Carlos Minas,14070060,10.0,136.0,0.012525626879995283
CORDOBA,Minas,San Carlos Minas,14070060,15.0,14.0,0.0012894027670583381
CORDOBA,Minas,Tosno,14070080,3.0,5.0,0.00046050098823512077
CORDOBA,Minas,Tosno,14070080,6.0,24.0,0.0022104047435285794
CORDOBA,Otros,Otros,Sin Datos,0.0,480.0,0.04420809487057159
CORDOBA,OTROS,OTROS,Sin Datos,1.0,1.0,9.210019764702414e-05
CORDOBA,OTROS,OTROS,Sin Datos,3.0,2.0,0.00018420039529404829
CORDOBA,OTROS,OTROS,Sin Datos,6.0,265.0,0.0244065523764614
CORDOBA,OTROS,OTROS,Sin Datos,10.0,4.0,0.00036840079058809657
CORDOBA,OTROS,OTROS,Sin Datos,15.0,1.0,9.210019764702414e-05
CORDOBA,Pocho,Chancani,14077010,6.0,85.0,0.007828516799997054
CORDOBA,Pocho,Chancani,14077010,12.0,12.0,0.0011052023717642897
CORDOBA,Pocho,Las Palmas,14077020,6.0,9.0,0.0008289017788232173
CORDOBA,Pocho,Los Talares,14077030,6.0,39.0,0.003591907708233942
CORDOBA,Pocho,Salsacate,14077040,0.0,3.0,0.00027630059294107243
CORDOBA,Pocho,Salsacate,14077040,0.5,1.0,9.210019764702414e-05
CORDOBA,Pocho,Salsacate,14077040,3.0,4.0,0.00036840079058809657
CORDOBA,Pocho,Salsacate,14077040,6.0,311.0,0.02864316146822451
CORDOBA,Pocho,Salsacate,14077040,10.0,56.0,0.0051576110682333524
CORDOBA,Pocho,Salsacate,14077040,15.0,10.0,0.0009210019764702415
CORDOBA,Pocho,San Gerónimo,14077050,6.0,11.0,0.0010131021741172656
CORDOBA,Pocho,Tala Cañada,14077060,6.0,39.0,0.003591907708233942
CORDOBA,Pocho,Taninga,14077070,6.0,19.0,0.0017499037552934588
CORDOBA,Pocho,Villa de Pocho,14077080,6.0,40.0,0.003684007905880966
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,0.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,1.0,4.0,0.00036840079058809657
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,2.0,4.0,0.00036840079058809657
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,5.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,6.0,858.0,0.07902196958114673
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,10.0,969.0,0.0892450915199664
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,12.0,465.0,0.042826591905866226
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,15.0,275.0,0.02532755435293164
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,25.0,67.0,0.006170713242350618
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,40.0,11.0,0.0010131021741172656
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,50.0,66.0,0.006078613044703594
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,75.0,2.0,0.00018420039529404829
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,100.0,39.0,0.003591907708233942
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,0.5,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,2.0,78.0,0.007183815416467884
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,4.0,314.0,0.02891946206116558
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,6.0,38.0,0.0034998075105869175
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,10.0,19.0,0.0017499037552934588
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,20.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,40.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,100.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,0.0,694.0,0.06391753716703476
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.0,17.0,0.0015657033599994104
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,3.0,38.0,0.0034998075105869175
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,4.0,347.0,0.03195876858351738
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,5.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,6.0,159.0,0.01464393142587684
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,10.0,279.0,0.025695955143519737
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,15.0,58.0,0.005341811463527401
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,20.0,5.0,0.00046050098823512077
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,30.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,50.0,313.0,0.028827361863518558
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,100.0,4141.0,0.381386918456327
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,300.0,2574.0,0.23706590874344016
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,500.0,26.0,0.002394605138822628
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,10.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,2.0,410.0,0.037761081035279906
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,10.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,10.0,30.0,0.0027630059294107244
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,15.0,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,2.0,60.0,0.005526011858821449
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,4.0,33.0,0.003039306522351797
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,6.0,16.0,0.0014736031623523863
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,10.0,23.0,0.0021183045458815553
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,0.0,2.0,0.00018420039529404829
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,0.5,1.0,9.210019764702414e-05
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,6.0,1113.0,0.10250751998113788
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,20.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Bialet Massé,14091020,3.0,76.0,0.006999615021173835
CORDOBA,Punilla,Bialet Massé,14091020,4.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Bialet Massé,14091020,5.0,13.0,0.001197302569411314
CORDOBA,Punilla,Bialet Massé,14091020,6.0,220.0,0.020262043482345313
CORDOBA,Punilla,Bialet Massé,14091020,7.0,19.0,0.0017499037552934588
CORDOBA,Punilla,Bialet Massé,14091020,8.0,8.0,0.0007368015811761931
CORDOBA,Punilla,Bialet Massé,14091020,9.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Bialet Massé,14091020,10.0,181.0,0.01667013577411137
CORDOBA,Punilla,Bialet Massé,14091020,11.0,8.0,0.0007368015811761931
CORDOBA,Punilla,Bialet Massé,14091020,15.0,13.0,0.001197302569411314
CORDOBA,Punilla,Bialet Massé,14091020,20.0,23.0,0.0021183045458815553
CORDOBA,Punilla,Bialet Massé,14091020,30.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cabalango,14091030,1.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cabalango,14091030,3.0,86.0,0.007920616997644077
CORDOBA,Punilla,Cabalango,14091030,4.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Cabalango,14091030,5.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Cabalango,14091030,6.0,103.0,0.009486320357643487
CORDOBA,Punilla,Cabalango,14091030,7.0,6.0,0.0005526011858821449
CORDOBA,Punilla,Cabalango,14091030,8.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cabalango,14091030,9.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Cabalango,14091030,10.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cabalango,14091030,11.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Capilla del Monte,14091040,0.0,91.0,0.008381117985879198
CORDOBA,Punilla,Capilla del Monte,14091040,1.0,9.0,0.0008289017788232173
CORDOBA,Punilla,Capilla del Monte,14091040,3.0,134.0,0.012341426484701237
CORDOBA,Punilla,Capilla del Monte,14091040,6.0,622.0,0.05728632293644902
CORDOBA,Punilla,Capilla del Monte,14091040,10.0,554.0,0.05102350949645138
CORDOBA,Punilla,Capilla del Monte,14091040,15.0,46.0,0.004236609091763111
CORDOBA,Punilla,Capilla del Monte,14091040,20.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Casa Grande,14091050,0.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Casa Grande,14091050,1.0,6.0,0.0005526011858821449
CORDOBA,Punilla,Casa Grande,14091050,3.0,20.0,0.001842003952940483
CORDOBA,Punilla,Casa Grande,14091050,6.0,18.0,0.0016578035576464347
CORDOBA,Punilla,Casa Grande,14091050,10.0,9.0,0.0008289017788232173
CORDOBA,Punilla,Charbonier,14091060,0.0,13.0,0.001197302569411314
CORDOBA,Punilla,Charbonier,14091060,3.0,57.0,0.0052497112658803765
CORDOBA,Punilla,Charbonier,14091060,6.0,30.0,0.0027630059294107244
CORDOBA,Punilla,Charbonier,14091060,10.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Cosquín,14091070,0.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cosquín,14091070,1.0,16.0,0.0014736031623523863
CORDOBA,Punilla,Cosquín,14091070,2.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cosquín,14091070,3.0,175.0,0.016117534588229225
CORDOBA,Punilla,Cosquín,14091070,6.0,484.0,0.04457649566115969
CORDOBA,Punilla,Cosquín,14091070,10.0,461.0,0.042458191115278134
CORDOBA,Punilla,Cosquín,14091070,15.0,137.0,0.012617727077642308
CORDOBA,Punilla,Cosquín,14091070,20.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Cosquín,14091070,50.0,479.0,0.04411599467292457
CORDOBA,Punilla,Cosquín,14091070,100.0,3276.0,0.3017202474916511
CORDOBA,Punilla,Cosquín,14091070,300.0,1766.0,0.16264894904464466
CORDOBA,Punilla,Cosquín,14091070,500.0,54.0,0.004973410672939304
CORDOBA,Punilla,Cosquín,14091070,1000.0,30.0,0.0027630059294107244
CORDOBA,Punilla,Cuesta Blanca,14091080,1.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cuesta Blanca,14091080,3.0,6.0,0.0005526011858821449
CORDOBA,Punilla,Cuesta Blanca,14091080,5.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Cuesta Blanca,14091080,6.0,26.0,0.002394605138822628
CORDOBA,Punilla,Cuesta Blanca,14091080,7.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Cuesta Blanca,14091080,11.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Estancia Vieja,14091090,1.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Estancia Vieja,14091090,3.0,64.0,0.005894412649409545
CORDOBA,Punilla,Estancia Vieja,14091090,4.0,7.0,0.0006447013835291691
CORDOBA,Punilla,Estancia Vieja,14091090,5.0,16.0,0.0014736031623523863
CORDOBA,Punilla,Estancia Vieja,14091090,6.0,110.0,0.010131021741172657
CORDOBA,Punilla,Estancia Vieja,14091090,7.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Estancia Vieja,14091090,8.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Estancia Vieja,14091090,9.0,6.0,0.0005526011858821449
CORDOBA,Punilla,Estancia Vieja,14091090,10.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Estancia Vieja,14091090,11.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Huerta Grande,14091100,0.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Huerta Grande,14091100,1.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Huerta Grande,14091100,3.0,13.0,0.001197302569411314
CORDOBA,Punilla,Huerta Grande,14091100,6.0,11.0,0.0010131021741172656
CORDOBA,Punilla,Huerta Grande,14091100,10.0,6.0,0.0005526011858821449
CORDOBA,Punilla,Huerta Grande,14091100,50.0,132.0,0.012157226089407188
CORDOBA,Punilla,Huerta Grande,14091100,100.0,1072.0,0.09873141187760989
CORDOBA,Punilla,Huerta Grande,14091100,300.0,760.0,0.06999615021173836
CORDOBA,Punilla,Huerta Grande,14091100,500.0,25.0,0.002302504941175604
CORDOBA,Punilla,Huerta Grande,14091100,1000.0,15.0,0.0013815029647053622
CORDOBA,Punilla,La Cumbre,14091110,0.0,8.0,0.0007368015811761931
CORDOBA,Punilla,La Cumbre,14091110,1.0,7.0,0.0006447013835291691
CORDOBA,Punilla,La Cumbre,14091110,3.0,62.0,0.005710212254115498
CORDOBA,Punilla,La Cumbre,14091110,6.0,199.0,0.018327939331757807
CORDOBA,Punilla,La Cumbre,14091110,10.0,150.0,0.013815029647053622
CORDOBA,Punilla,La Cumbre,14091110,15.0,13.0,0.001197302569411314
CORDOBA,Punilla,La Cumbre,14091110,20.0,4.0,0.00036840079058809657
CORDOBA,Punilla,La Falda,14091120,1.0,12.0,0.0011052023717642897
CORDOBA,Punilla,La Falda,14091120,3.0,64.0,0.005894412649409545
CORDOBA,Punilla,La Falda,14091120,6.0,178.0,0.016393835181170296
CORDOBA,Punilla,La Falda,14091120,10.0,406.0,0.037392680244691806
CORDOBA,Punilla,La Falda,14091120,15.0,133.0,0.012249326287054212
CORDOBA,Punilla,La Falda,14091120,20.0,55.0,0.005065510870586328
CORDOBA,Punilla,La Falda,14091120,30.0,6.0,0.0005526011858821449
CORDOBA,Punilla,La Falda,14091120,50.0,494.0,0.045497497637629926
CORDOBA,Punilla,La Falda,14091120,100.0,3359.0,0.30936456389635414
CORDOBA,Punilla,La Falda,14091120,300.0,1711.0,0.15758343817405832
CORDOBA,Punilla,La Falda,14091120,500.0,66.0,0.006078613044703594
CORDOBA,Punilla,La Falda,14091120,1000.0,48.0,0.004420809487057159
CORDOBA,Punilla,Las Jarillas,14091130,3.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Las Jarillas,14091130,4.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Los Cocos,14091140,0.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Los Cocos,14091140,3.0,20.0,0.001842003952940483
CORDOBA,Punilla,Los Cocos,14091140,6.0,28.0,0.0025788055341166762
CORDOBA,Punilla,Los Cocos,14091140,7.0,206.0,0.018972640715286974
CORDOBA,Punilla,Mayu Sumaj,14091160,1.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Mayu Sumaj,14091160,3.0,9.0,0.0008289017788232173
CORDOBA,Punilla,Mayu Sumaj,14091160,4.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Mayu Sumaj,14091160,5.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Mayu Sumaj,14091160,6.0,24.0,0.0022104047435285794
CORDOBA,Punilla,Mayu Sumaj,14091160,7.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Mayu Sumaj,14091160,8.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Mayu Sumaj,14091160,10.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Mayu Sumaj,14091160,11.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Mayu Sumaj,14091160,50.0,12.0,0.0011052023717642897
CORDOBA,Punilla,Mayu Sumaj,14091160,100.0,75.0,0.006907514823526811
CORDOBA,Punilla,Mayu Sumaj,14091160,300.0,64.0,0.005894412649409545
CORDOBA,Punilla,San Antonio de Arredondo,14091180,1.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Antonio de Arredondo,14091180,3.0,30.0,0.0027630059294107244
CORDOBA,Punilla,San Antonio de Arredondo,14091180,4.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,San Antonio de Arredondo,14091180,5.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,San Antonio de Arredondo,14091180,6.0,63.0,0.005802312451762522
CORDOBA,Punilla,San Antonio de Arredondo,14091180,7.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Antonio de Arredondo,14091180,8.0,5.0,0.00046050098823512077
CORDOBA,Punilla,San Antonio de Arredondo,14091180,9.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Antonio de Arredondo,14091180,10.0,4.0,0.00036840079058809657
CORDOBA,Punilla,San Antonio de Arredondo,14091180,11.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Antonio de Arredondo,14091180,50.0,175.0,0.016117534588229225
CORDOBA,Punilla,San Antonio de Arredondo,14091180,100.0,789.0,0.07266705594350206
CORDOBA,Punilla,San Antonio de Arredondo,14091180,300.0,628.0,0.05783892412233116
CORDOBA,Punilla,San Antonio de Arredondo,14091180,500.0,32.0,0.0029472063247047726
CORDOBA,Punilla,San Antonio de Arredondo,14091180,1000.0,4.0,0.00036840079058809657
CORDOBA,Punilla,San Esteban,14091190,0.0,4.0,0.00036840079058809657
CORDOBA,Punilla,San Esteban,14091190,3.0,21.0,0.0019341041505875072
CORDOBA,Punilla,San Esteban,14091190,6.0,22.0,0.0020262043482345313
CORDOBA,Punilla,San Esteban,14091190,10.0,42.0,0.0038682083011750143
CORDOBA,Punilla,San Esteban,14091190,15.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Roque,14091200,1.0,6.0,0.0005526011858821449
CORDOBA,Punilla,San Roque,14091200,3.0,40.0,0.003684007905880966
CORDOBA,Punilla,San Roque,14091200,4.0,8.0,0.0007368015811761931
CORDOBA,Punilla,San Roque,14091200,5.0,5.0,0.00046050098823512077
CORDOBA,Punilla,San Roque,14091200,6.0,136.0,0.012525626879995283
CORDOBA,Punilla,San Roque,14091200,7.0,15.0,0.0013815029647053622
CORDOBA,Punilla,San Roque,14091200,8.0,9.0,0.0008289017788232173
CORDOBA,Punilla,San Roque,14091200,9.0,2.0,0.00018420039529404829
CORDOBA,Punilla,San Roque,14091200,10.0,11.0,0.0010131021741172656
CORDOBA,Punilla,San Roque,14091200,11.0,1.0,9.210019764702414e-05
CORDOBA,Punilla,Santa María de Punilla,14091210,0.0,3.0,0.00027630059294107243
CORDOBA,Punilla,Santa María de Punilla,14091210,1.0,12.0,0.0011052023717642897
CORDOBA,Punilla,Santa María de Punilla,14091210,3.0,63.0,0.005802312451762522
CORDOBA,Punilla,Santa María de Punilla,14091210,6.0,151.0,0.013907129844700647
CORDOBA,Punilla,Santa María de Punilla,14091210,10.0,356.0,0.03278767036234059
CORDOBA,Punilla,Santa María de Punilla,14091210,15.0,30.0,0.0027630059294107244
CORDOBA,Punilla,Santa María de Punilla,14091210,20.0,4.0,0.00036840079058809657
CORDOBA,Punilla,Tala Huasi,14091220,3.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Tala Huasi,14091220,6.0,9.0,0.0008289017788232173
CORDOBA,Punilla,Tala Huasi,14091220,7.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Tala Huasi,14091220,11.0,2.0,0.00018420039529404829
CORDOBA,Punilla,Tanti,14091230,0.0,225.0,0.020722544470580435
CORDOBA,Punilla,Tanti,14091230,3.0,106.0,0.00976262095058456
CORDOBA,Punilla,Tanti,14091230,4.0,7.0,0.0006447013835291691
