Provincia,Partido/Ciudad,Localidad,link Indec,Velocidad (Mbps),Accesos,Accesos Relativos
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0.5,2.0,4.008514083914234e-05
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,0.75,19.0,0.00038080883797185223
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,3.0,85.0,0.0017036184856635494
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,3.5,145.0,0.0029061727108378194
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,6.0,76.0,0.001523235351887409
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,8.0,299.0,0.005992728555451779
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,10.0,288.0,0.005772260280836497
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,15.0,415.0,0.008317666724122036
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,20.0,1796.0,0.03599645647354982
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,25.0,144.0,0.0028861301404182484
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,30.0,1501.0,0.030083898199776325
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,40.0,27.0,0.0005411494013284216
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,50.0,647.0,0.012967543061462547
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,80.0,9.0,0.00018038313377614053
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,100.0,693.0,0.01388950130076282
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,300.0,95.0,0.0019040441898592613
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,500.0,3.0,6.01277112587135e-05
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,10.0,59.0,0.001182511654754699
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010,20.0,5.0,0.00010021285209785585
BUENOS AIRES,25 de Mayo,Del Valle,6854020,0.5,1.0,2.004257041957117e-05
BUENOS AIRES,25 de Mayo,Del Valle,6854020,3.0,181.0,0.003627705245942381
BUENOS AIRES,25 de Mayo,Del Valle,6854020,10.0,10.0,0.0002004257041957117
BUENOS AIRES,25 de Mayo,Ernestina,6854030,5.0,75.0,0.0015031927814678377
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,2.0,106.0,0.002124512464474544
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,3.0,3.0,6.01277112587135e-05
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,4.0,56.0,0.0011223839434959854
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,5.0,7.0,0.00014029799293699817
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,6.0,3.0,6.01277112587135e-05
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,8.0,4.0,8.017028167828467e-05
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,10.0,1.0,2.004257041957117e-05
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040,65.0,1.0,2.004257041957117e-05
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050,3.0,5.0,0.00010021285209785585
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,2.0,174.0,0.0034874072530053832
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,3.0,32.0,0.0006413622534262774
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,4.0,9.0,0.00018038313377614053
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,5.0,8.0,0.00016034056335656935
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,6.0,914.0,0.01831890936348805
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,10.0,2.0,4.008514083914234e-05
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,15.0,322.0,0.006453707675101917
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,25.0,29.0,0.0005812345421675639
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,50.0,20.0,0.0004008514083914234
BUENOS AIRES,25 de Mayo,Pedernales,6854070,6.0,2.0,4.008514083914234e-05
BUENOS AIRES,25 de Mayo,Pedernales,6854070,10.0,177.0,0.0035475349642640967
BUENOS AIRES,25 de Mayo,Pedernales,6854070,15.0,3.0,6.01277112587135e-05
BUENOS AIRES,25 de Mayo,Pedernales,6854070,50.0,25.0,0.0005010642604892792
BUENOS AIRES,25 de Mayo,San Enrique,6854080,20.0,11.0,0.00022046827461528286
BUENOS AIRES,25 de Mayo,Valdés,6854090,10.0,245.0,0.004910429752794937
BUENOS AIRES,25 de Mayo,Valdés,6854090,20.0,18.0,0.00036076626755228105
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,3.0,11.0,0.00022046827461528286
BUENOS AIRES,9 de Julio,9 de Julio,6588100,0.75,9.0,0.00018038313377614053
BUENOS AIRES,9 de Julio,9 de Julio,6588100,3.0,198.0,0.0039684289430750915
BUENOS AIRES,9 de Julio,9 de Julio,6588100,3.5,114.0,0.002284853027831113
BUENOS AIRES,9 de Julio,9 de Julio,6588100,5.0,154.0,0.0030865558446139603
BUENOS AIRES,9 de Julio,9 de Julio,6588100,6.0,4824.0,0.09668535970401132
BUENOS AIRES,9 de Julio,9 de Julio,6588100,7.0,235.0,0.004710004048599225
BUENOS AIRES,9 de Julio,9 de Julio,6588100,8.0,98.0,0.0019641719011179743
BUENOS AIRES,9 de Julio,9 de Julio,6588100,10.0,2669.0,0.05349362044983545
BUENOS AIRES,9 de Julio,9 de Julio,6588100,15.0,1239.0,0.02483274474984868
BUENOS AIRES,9 de Julio,9 de Julio,6588100,20.0,1144.0,0.022928700559989416
BUENOS AIRES,9 de Julio,9 de Julio,6588100,30.0,362.0,0.007255410491884762
BUENOS AIRES,9 de Julio,9 de Julio,6588100,50.0,631.0,0.012646861934749407
BUENOS AIRES,9 de Julio,9 de Julio,6588100,100.0,1843.0,0.036938457283269666
BUENOS AIRES,9 de Julio,9 de Julio,6588100,300.0,1068.0,0.021405465208102006
BUENOS AIRES,9 de Julio,9 de Julio,6588100,500.0,33.0,0.0006614048238458486
BUENOS AIRES,9 de Julio,9 de Julio,6588100,1000.0,14.0,0.00028059598587399634
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,3.0,510.0,0.010221710913981297
BUENOS AIRES,9 de Julio,Dudignac,6588040,1.0,8.0,0.00016034056335656935
BUENOS AIRES,9 de Julio,Dudignac,6588040,3.0,36.0,0.0007215325351045621
BUENOS AIRES,9 de Julio,Dudignac,6588040,4.0,247.0,0.004950514893634079
BUENOS AIRES,9 de Julio,Dudignac,6588040,6.0,46.0,0.0009219582393002738
BUENOS AIRES,9 de Julio,Dudignac,6588040,10.0,52.0,0.0010422136618177009
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,1.0,1.0,2.004257041957117e-05
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,2.0,193.0,0.0038682160909772356
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,6.0,1.0,2.004257041957117e-05
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,10.0,2.0,4.008514083914234e-05
BUENOS AIRES,9 de Julio,Morea,6588080,3.0,130.0,0.002605534154544252
BUENOS AIRES,9 de Julio,Patricios,6588110,3.0,50.0,0.0010021285209785584
BUENOS AIRES,9 de Julio,Patricios,6588110,6.0,16.0,0.0003206811267131387
BUENOS AIRES,9 de Julio,Patricios,6588110,10.0,44.0,0.0008818730984611314
BUENOS AIRES,9 de Julio,Patricios,6588110,15.0,21.0,0.00042089397881099453
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,3.0,42.0,0.0008417879576219891
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,6.0,6.0,0.000120255422517427
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,10.0,37.0,0.0007415751055241332
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,15.0,29.0,0.0005812345421675639
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,20.0,32.0,0.0006413622534262774
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,30.0,11.0,0.00022046827461528286
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,50.0,3.0,6.01277112587135e-05
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,3.0,763.0,0.015292481230132802
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,3.5,20.0,0.0004008514083914234
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,7.0,103.0,0.0020643847532158303
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,8.0,36.0,0.0007215325351045621
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,15.0,1231.0,0.02467240418649211
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,30.0,1.0,2.004257041957117e-05
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,31.0,266.0,0.005331323731605931
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,50.0,820.0,0.01643490774404836
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,61.0,31.0,0.0006213196830067063
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,100.0,2.0,4.008514083914234e-05
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,3.0,208.0,0.004168854647270803
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,3.0,60.0,0.00120255422517427
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0.0,10.0,0.0002004257041957117
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0.5,2.0,4.008514083914234e-05
BUENOS AIRES,Adolfo Alsina,Maza,6007070,5.0,386.0,0.007736432181954471
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10.0,6.0,0.000120255422517427
BUENOS AIRES,Adolfo Alsina,Maza,6007070,20.0,2.0,4.008514083914234e-05
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,20.0,1252.0,0.025093298165303105
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,35.0,26.0,0.0005211068309088504
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,50.0,31.0,0.0006213196830067063
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0.75,3.0,6.01277112587135e-05
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,3.5,147.0,0.002946257851676962
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,8.0,447.0,0.008959028977548312
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,10.0,122.0,0.0024451935911876826
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,12.0,1.0,2.004257041957117e-05
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,15.0,1422.0,0.0285005351366302
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,30.0,44.0,0.0008818730984611314
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,50.0,1.0,2.004257041957117e-05
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,4.0,632.0,0.01266690450516898
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,7.0,7.0,0.00014029799293699817
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,8.0,28.0,0.0005611919717479927
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,10.0,45.0,0.0009019156688807027
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,15.0,5.0,0.00010021285209785585
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,4.0,46.0,0.0009219582393002738
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,3.0,12.0,0.000240510845034854
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,4.0,2.0,4.008514083914234e-05
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0.75,2.0,4.008514083914234e-05
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,2.0,1.0,2.004257041957117e-05
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,3.5,40.0,0.0008017028167828468
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,5.0,1.0,2.004257041957117e-05
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,8.0,116.0,0.0023249381686702556
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,15.0,302.0,0.006052856266710494
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,100.0,1.0,2.004257041957117e-05
BUENOS AIRES,Alberti,Coronel Seguí,6021020,15.0,5.0,0.00010021285209785585
BUENOS AIRES,Alberti,Mechita,6021030,3.0,275.0,0.0055117068653820715
BUENOS AIRES,Alberti,Mechita,6021030,5.0,10.0,0.0002004257041957117
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,15.0,24.0,0.000481021690069708
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.256,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.5,10.0,0.0002004257041957117
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.512,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0.75,34.0,0.0006814473942654197
BUENOS AIRES,Almirante Brown,Adrogué,6028010,1.0,21.0,0.00042089397881099453
BUENOS AIRES,Almirante Brown,Adrogué,6028010,2.0,8.0,0.00016034056335656935
BUENOS AIRES,Almirante Brown,Adrogué,6028010,3.5,63.0,0.0012626819364329835
BUENOS AIRES,Almirante Brown,Adrogué,6028010,4.0,7.0,0.00014029799293699817
BUENOS AIRES,Almirante Brown,Adrogué,6028010,5.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Adrogué,6028010,6.0,12.0,0.000240510845034854
BUENOS AIRES,Almirante Brown,Adrogué,6028010,8.0,37.0,0.0007415751055241332
BUENOS AIRES,Almirante Brown,Adrogué,6028010,10.0,170.0,0.0034072369713270987
BUENOS AIRES,Almirante Brown,Adrogué,6028010,15.0,112.0,0.0022447678869919707
BUENOS AIRES,Almirante Brown,Adrogué,6028010,20.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,25.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,30.0,11550.0,0.231491688346047
BUENOS AIRES,Almirante Brown,Adrogué,6028010,50.0,509.0,0.010201668343561725
BUENOS AIRES,Almirante Brown,Adrogué,6028010,60.0,37.0,0.0007415751055241332
BUENOS AIRES,Almirante Brown,Adrogué,6028010,75.0,9.0,0.00018038313377614053
BUENOS AIRES,Almirante Brown,Adrogué,6028010,100.0,2727.0,0.05465608953417058
BUENOS AIRES,Almirante Brown,Adrogué,6028010,150.0,944.0,0.018920186476075185
BUENOS AIRES,Almirante Brown,Adrogué,6028010,200.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Adrogué,6028010,300.0,3966.0,0.07948883428401926
BUENOS AIRES,Almirante Brown,Adrogué,6028010,500.0,504.0,0.010101455491463868
BUENOS AIRES,Almirante Brown,Adrogué,6028010,1000.0,365.0,0.007315538203143477
BUENOS AIRES,Almirante Brown,Burzaco,6028010,0.0,52.0,0.0010422136618177009
BUENOS AIRES,Almirante Brown,Burzaco,6028010,0.256,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Burzaco,6028010,0.5,9.0,0.00018038313377614053
BUENOS AIRES,Almirante Brown,Burzaco,6028010,0.512,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Burzaco,6028010,0.75,23.0,0.0004609791196501369
BUENOS AIRES,Almirante Brown,Burzaco,6028010,1.0,15.0,0.0003006385562935675
BUENOS AIRES,Almirante Brown,Burzaco,6028010,2.0,78.0,0.0015633204927265514
BUENOS AIRES,Almirante Brown,Burzaco,6028010,3.0,14.0,0.00028059598587399634
BUENOS AIRES,Almirante Brown,Burzaco,6028010,3.5,34.0,0.0006814473942654197
BUENOS AIRES,Almirante Brown,Burzaco,6028010,4.0,115.0,0.002304895598250684
BUENOS AIRES,Almirante Brown,Burzaco,6028010,5.0,14.0,0.00028059598587399634
BUENOS AIRES,Almirante Brown,Burzaco,6028010,6.0,82.0,0.0016434907744048357
BUENOS AIRES,Almirante Brown,Burzaco,6028010,8.0,30.0,0.000601277112587135
BUENOS AIRES,Almirante Brown,Burzaco,6028010,10.0,393.0,0.00787673017489147
BUENOS AIRES,Almirante Brown,Burzaco,6028010,15.0,60.0,0.00120255422517427
BUENOS AIRES,Almirante Brown,Burzaco,6028010,20.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Burzaco,6028010,25.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Burzaco,6028010,30.0,11384.0,0.2281646216563982
BUENOS AIRES,Almirante Brown,Burzaco,6028010,50.0,382.0,0.007656261900276186
BUENOS AIRES,Almirante Brown,Burzaco,6028010,60.0,186.0,0.0037279180980402376
BUENOS AIRES,Almirante Brown,Burzaco,6028010,75.0,15.0,0.0003006385562935675
BUENOS AIRES,Almirante Brown,Burzaco,6028010,100.0,2084.0,0.041768716754386315
BUENOS AIRES,Almirante Brown,Burzaco,6028010,150.0,3756.0,0.07527989449590931
BUENOS AIRES,Almirante Brown,Burzaco,6028010,200.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Burzaco,6028010,300.0,7154.0,0.14338454878161214
BUENOS AIRES,Almirante Brown,Burzaco,6028010,500.0,959.0,0.01922082503236875
BUENOS AIRES,Almirante Brown,Burzaco,6028010,1000.0,1017.0,0.02038329411670388
BUENOS AIRES,Almirante Brown,Claypole,6028010,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Claypole,6028010,0.75,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Claypole,6028010,1.0,6.0,0.000120255422517427
BUENOS AIRES,Almirante Brown,Claypole,6028010,3.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Claypole,6028010,3.5,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Claypole,6028010,5.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Claypole,6028010,6.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Claypole,6028010,10.0,149.0,0.0029863429925161044
BUENOS AIRES,Almirante Brown,Claypole,6028010,30.0,4108.0,0.08233487928359837
BUENOS AIRES,Almirante Brown,Claypole,6028010,50.0,117.0,0.0023449807390898266
BUENOS AIRES,Almirante Brown,Claypole,6028010,60.0,64.0,0.0012827245068525548
BUENOS AIRES,Almirante Brown,Claypole,6028010,75.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Claypole,6028010,100.0,696.0,0.013949629012021533
BUENOS AIRES,Almirante Brown,Claypole,6028010,150.0,1809.0,0.036257009889004245
BUENOS AIRES,Almirante Brown,Claypole,6028010,300.0,3538.0,0.07091061414444279
BUENOS AIRES,Almirante Brown,Claypole,6028010,500.0,497.0,0.00996115749852687
BUENOS AIRES,Almirante Brown,Claypole,6028010,1000.0,503.0,0.010081412921044298
BUENOS AIRES,Almirante Brown,Don Orione,6028010,5.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Don Orione,6028010,10.0,128.0,0.0025654490137051096
BUENOS AIRES,Almirante Brown,Don Orione,6028010,15.0,42.0,0.0008417879576219891
BUENOS AIRES,Almirante Brown,Don Orione,6028010,30.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Don Orione,6028010,50.0,12.0,0.000240510845034854
BUENOS AIRES,Almirante Brown,Don Orione,6028010,60.0,91.0,0.0018238739081809765
BUENOS AIRES,Almirante Brown,Don Orione,6028010,75.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Don Orione,6028010,100.0,36.0,0.0007215325351045621
BUENOS AIRES,Almirante Brown,Don Orione,6028010,150.0,1776.0,0.035595605065158395
BUENOS AIRES,Almirante Brown,Don Orione,6028010,300.0,2535.0,0.05080791601361291
BUENOS AIRES,Almirante Brown,Don Orione,6028010,500.0,370.0,0.007415751055241332
BUENOS AIRES,Almirante Brown,Don Orione,6028010,1000.0,439.0,0.008798688414191742
BUENOS AIRES,Almirante Brown,Glew,6028010,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Glew,6028010,0.5,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Glew,6028010,0.75,7.0,0.00014029799293699817
BUENOS AIRES,Almirante Brown,Glew,6028010,1.0,4.0,8.017028167828467e-05
BUENOS AIRES,Almirante Brown,Glew,6028010,2.0,15.0,0.0003006385562935675
BUENOS AIRES,Almirante Brown,Glew,6028010,3.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Glew,6028010,3.5,27.0,0.0005411494013284216
BUENOS AIRES,Almirante Brown,Glew,6028010,4.0,29.0,0.0005812345421675639
BUENOS AIRES,Almirante Brown,Glew,6028010,5.0,8.0,0.00016034056335656935
BUENOS AIRES,Almirante Brown,Glew,6028010,6.0,12.0,0.000240510845034854
BUENOS AIRES,Almirante Brown,Glew,6028010,8.0,16.0,0.0003206811267131387
BUENOS AIRES,Almirante Brown,Glew,6028010,10.0,138.0,0.0027658747179008215
BUENOS AIRES,Almirante Brown,Glew,6028010,15.0,8.0,0.00016034056335656935
BUENOS AIRES,Almirante Brown,Glew,6028010,25.0,27.0,0.0005411494013284216
BUENOS AIRES,Almirante Brown,Glew,6028010,30.0,11735.0,0.23519956387366767
BUENOS AIRES,Almirante Brown,Glew,6028010,50.0,134.0,0.0026857044362225365
BUENOS AIRES,Almirante Brown,Glew,6028010,60.0,81.0,0.0016234482039852649
BUENOS AIRES,Almirante Brown,Glew,6028010,75.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Glew,6028010,100.0,676.0,0.013548777603630111
BUENOS AIRES,Almirante Brown,Glew,6028010,150.0,2725.0,0.05461600439333144
BUENOS AIRES,Almirante Brown,Glew,6028010,300.0,3834.0,0.07684321498863586
BUENOS AIRES,Almirante Brown,Glew,6028010,500.0,499.0,0.010001242639366014
BUENOS AIRES,Almirante Brown,Glew,6028010,1000.0,699.0,0.014009756723280248
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,1.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,3.5,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,5.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,6.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,8.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,10.0,156.0,0.0031266409854531028
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,25.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,30.0,1381.0,0.027678789749427786
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,50.0,166.0,0.003327066689648814
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,60.0,58.0,0.0011624690843351278
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,75.0,6.0,0.000120255422517427
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,100.0,1250.0,0.02505321302446396
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,150.0,1310.0,0.026255767249638233
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,300.0,3416.0,0.06846542055325512
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,500.0,429.0,0.008598262709996031
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,1000.0,447.0,0.008959028977548312
BUENOS AIRES,Almirante Brown,Longchamps,6028010,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,0.5,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,0.75,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,3.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,3.5,21.0,0.00042089397881099453
BUENOS AIRES,Almirante Brown,Longchamps,6028010,5.0,8.0,0.00016034056335656935
BUENOS AIRES,Almirante Brown,Longchamps,6028010,6.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,8.0,4.0,8.017028167828467e-05
BUENOS AIRES,Almirante Brown,Longchamps,6028010,10.0,231.0,0.004629833766920941
BUENOS AIRES,Almirante Brown,Longchamps,6028010,15.0,5.0,0.00010021285209785585
BUENOS AIRES,Almirante Brown,Longchamps,6028010,30.0,7428.0,0.14887621307657464
BUENOS AIRES,Almirante Brown,Longchamps,6028010,50.0,198.0,0.0039684289430750915
BUENOS AIRES,Almirante Brown,Longchamps,6028010,60.0,88.0,0.0017637461969222628
BUENOS AIRES,Almirante Brown,Longchamps,6028010,75.0,7.0,0.00014029799293699817
BUENOS AIRES,Almirante Brown,Longchamps,6028010,100.0,1226.0,0.024572191334394256
BUENOS AIRES,Almirante Brown,Longchamps,6028010,150.0,2212.0,0.044334165768091426
BUENOS AIRES,Almirante Brown,Longchamps,6028010,300.0,3887.0,0.07790547122087314
BUENOS AIRES,Almirante Brown,Longchamps,6028010,500.0,569.0,0.011404222568735996
BUENOS AIRES,Almirante Brown,Longchamps,6028010,1000.0,512.0,0.010261796054820438
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,0.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,5.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,6.0,1.0,2.004257041957117e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,10.0,47.0,0.000942000809719845
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,20.0,2.0,4.008514083914234e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,30.0,4.0,8.017028167828467e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,50.0,69.0,0.0013829373589504107
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,60.0,37.0,0.0007415751055241332
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,75.0,3.0,6.01277112587135e-05
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,100.0,424.0,0.008498049857898177
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,150.0,1066.0,0.021365380067262865
